path	type	required	constraints	description
ITR.ITR1.ITR1_IncomeDeductions.IncomeNotifiedOther89A	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.AllwncExemptUs10.AllwncExemptUs10Dtls[].SalNatureDesc	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['10(5)', '10(6)', '10(7)', '10(10)', '10(10A)', '10(10AA)', '10(10B)(i)', '10(10B)(ii)', '10(10C)', '10(10CC)', '10(13A)', '10(14)(i)', '10(14)(ii)', '10(14)(i…], REQUIRED	10(5) - Sec 10(5)-Leave Travel concession/assistance; 10(6) - Sec 10(6)-Remuneration received as an official, by whatever name called, of an embassy, high commission etc.; 10(7) - Sec 10(7)-Allowances or perquisites paid or allowed as such outside India by the Government to a citizen of India for rendering service outside India; 10(10) - Sec 10(10)-Death-cum-retirement gratuity received ; 10(10A) - Sec 10(10A)-Commuted value of pension received; 10(10AA) - Sec 10(10AA)-Earned leave encashment on Retirement; 10(10B)(i) - Sec 10(10B)-First proviso - Compensation limit notified by CG in the Official Gazette; 10(10B)(ii) - Sec 10(10B)-Second proviso - Compensation under scheme approved by the Central Government; 10(10C) - Sec 10(10C)- Amount received/receivable on voluntary retirement or termination of service; 10(10CC) - Sec 10(10CC)-Tax paid by employer on non-monetary perquisite; 10(13A) - Sec 10(13A)-Allowance to meet expenditure incurred on house rent; 10(14)(i) - Sec 10(14)(i)- Prescribed Allowances or benefits (not in a nature of perquisite) specifically granted to meet expenses wholly, necessarily and exclusively and to the extent actually incurred, in performance of duties of office or employment; 10(14)(ii) - Sec 10(14)(ii) -Prescribed Allowances or benefits granted to meet personal expenses in performance of duties of office or employment or to compensate him for increased cost of living. ; 10(14)(i)(115BAC) - Sec 10(14)(i) -Allowances referred in sub-clauses (a) to (c) of sub-rule (1) in Rule 2BB ; 10(14)(ii)(115BAC) - Sec 10(14)(ii) -Transport allowance granted to certain physically handicapped assessee ; EIC - Exempt income received by a judge covered under the payment of salaries to Supreme Court/High Court judges Act /Rules ; OTH - Any Other
ITR.ITR1.ITR1_IncomeDeductions.AllwncExemptUs10.AllwncExemptUs10Dtls[].SalOthNatOfInc	string	False	type=string, maxLength=125, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*)	
ITR.ITR1.ITR1_IncomeDeductions.AllwncExemptUs10.AllwncExemptUs10Dtls[].SalOthAmount	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.AllwncExemptUs10.TotalAllwncExemptUs10	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.Increliefus89A	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.NetSalary	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductionUs16	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductionUs16ia	integer	False	type=integer, minimum=0, maximum=75000	
ITR.ITR1.ITR1_IncomeDeductions.EntertainmentAlw16ii	integer	False	type=integer, minimum=0, maximum=5000	
ITR.ITR1.ITR1_IncomeDeductions.ProfessionalTaxUs16iii	integer	False	type=integer, minimum=0, maximum=5000	
ITR.ITR1.ITR1_IncomeDeductions.IncomeFromSal	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.TypeOfHP	string	False	type=string, pattern=S|L|D	House Property income Type - S:Self Occupied; L:Let Out; D:Deemed let out
ITR.ITR1.ITR1_IncomeDeductions.GrossRentReceived	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.TaxPaidlocalAuth	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.AnnualValue	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.StandardDeduction	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	This field refers to Part-B B2 iv - 30% of Annual Value
ITR.ITR1.ITR1_IncomeDeductions.InterestPayable	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.ArrearsUnrealizedRentRcvd	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.TotalIncomeOfHP	integer	True	type=integer, minimum=-200000, REQUIRED	House Property income
ITR.ITR1.ITR1_IncomeDeductions.IncomeOthSrc	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].OthSrcNatureDesc	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['SAV', 'IFD', 'TAX', 'FAP', 'DIV', '10(11)(iP)', '10(11)(iiP)', '10(12)(iP)', '10(12)(iiP)', 'NOT89A', 'OTHNOT89A', 'OTH'], REQUIRED	SAV : Interest from Saving Account; IFD : Interest from Deposit(Bank/Post Office/Cooperative Society); TAX : Interest from Income Tax Refund; FAP : Family pension; DIV : Dividend; 10(11)(iP) : Interest accrued on contributions to provident fund to the extent taxable as per first proviso to section 10(11); 10(11)(iiP) : Interest accrued on contributions to provident fund to the extent taxable as per second proviso to section 10(11); 10(12)(iP) : Interest accrued on contributions to provident fund to the extent taxable as per first proviso to section 10(12); 10(12)(iiP) : Interest accrued on contributions to provident fund to the extent taxable as per second proviso to section 10(12); NOT89A : Income from retirement benefit account maintained in a notified country u/s 89A ; OTHNOT89A : Income from retirement benefit account maintained in a country other than a country notified u/s 89A ; OTH : Any Other
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89A[].NOT89ACountrycode	string	True	type=string, enum=['US', 'UK', 'CA'], REQUIRED	US - United States; UK - United Kingdom; CA - Canada
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89A[].NOT89AAmount	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].OthSrcOthNatOfInc	string	False	type=string, maxLength=125, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*)	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].OthSrcOthAmount	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].DividendInc.DateRange.Upto15Of6	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].DividendInc.DateRange.Upto15Of9	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].DividendInc.DateRange.Up16Of9To15Of12	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].DividendInc.DateRange.Up16Of12To15Of3	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].DividendInc.DateRange.Up16Of3To31Of3	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89AInc.DateRange.Upto15Of6	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89AInc.DateRange.Upto15Of9	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89AInc.DateRange.Up16Of9To15Of12	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89AInc.DateRange.Up16Of12To15Of3	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.OthersInc.OthersIncDtlsOthSrc[].NOT89AInc.DateRange.Up16Of3To31Of3	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductionUs57iia	integer	False	type=integer, minimum=0, maximum=25000	
ITR.ITR1.ITR1_IncomeDeductions.Increliefus89AOS	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.GrossTotIncome	integer	True	type=integer, maximum=99999999999999, REQUIRED	Gross Total Income without LTCG u/s 112A
ITR.ITR1.ITR1_IncomeDeductions.GrossTotIncomeIncLTCG112A	integer	True	type=integer, maximum=99999999999999, REQUIRED	Gross Total Income including LTCG u/s 112A
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80C	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80CCC	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80CCDEmployeeOrSE	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	For Employee/SelfEmployed
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80CCD1B	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80CCDEmployer	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.PRANNum	string	False	type=string, minLength=1, maxLength=125	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80D	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80DD	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80DDBUsrType	string	False	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['1', '2']	1 : Self or dependent ; 2 : Self or Dependent - Senior Citizen
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.NameOfSpecDisease80DDB	string	False	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n']	a : Dementia; b : Dystonia Musculorum Deformans; c : Motor Neuron Disease; d : Ataxia; e : Chorea; f : Hemiballismus; g : Aphasia; h: Parkinsons Disease; i : Malignant Cancers; j : Full Blown Acquired Immuno-Deficiency Syndrome (AIDS); k:Chronic Renal failure; l:Hematological disorders; m: Hemophilia; n:Thalassaemia
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80DDB	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80E	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EE	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EEA	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EEB	integer	False	type=integer, minimum=0, maximum=99999999999999	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80G	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GG	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Form10BAAckNum	string	False	type=string, maxLength=15	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GGA	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GGC	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80U	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80TTA	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80TTB	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.AnyOthSec80CCH	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.TotalChapVIADeductions	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80C	integer	True	type=integer, minimum=0, maximum=150000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCC	integer	True	type=integer, minimum=0, maximum=150000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCDEmployeeOrSE	integer	True	type=integer, minimum=0, maximum=150000, REQUIRED	For Employee/SelfEmployed
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCD1B	integer	True	type=integer, minimum=0, maximum=50000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCDEmployer	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80D	integer	True	type=integer, minimum=0, maximum=100000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80DD	integer	True	type=integer, minimum=0, maximum=125000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80DDB	integer	True	type=integer, minimum=0, maximum=100000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80E	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EE	integer	True	type=integer, minimum=0, maximum=50000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EEA	integer	True	type=integer, minimum=0, maximum=150000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EEB	integer	True	type=integer, minimum=0, maximum=150000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80G	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GG	integer	True	type=integer, minimum=0, maximum=60000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GGA	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GGC	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80U	integer	True	type=integer, minimum=0, maximum=125000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80TTA	integer	True	type=integer, minimum=0, maximum=10000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80TTB	integer	True	type=integer, minimum=0, maximum=50000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.AnyOthSec80CCH	integer	True	type=integer, minimum=0, maximum=288000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.TotalChapVIADeductions	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.TotalIncome	integer	True	type=integer, minimum=0, maximum=5125000, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].NatureDesc	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['AGRI', '10(10BC)', '10(10D)', '10(11)', '10(12)', '10(12C)', '10(13)', '10(16)', '10(17)', '10(17A)', '10(18)', 'DMDP', '10(19)', '10(26)', '10(26AAA)', 'OTH'…], REQUIRED	AGRI : Agriculture Income (<= Rs.5000); 10(10BC): Sec 10(10BC)-Any amount from the Central/State Govt./local authority by way of compensation on account of any disaster; 10(10D) : Sec 10(10D)- Any sum received under a life insurance policy, including the sum allocated by way of bonus on such policy except sum as mentioned in sub-clause (a) to (d) of Sec.10(10D); 10(11) : Sec 10(11)-Statuory Provident Fund received; 10(12) : Sec 10(12)-Recognised Provident Fund received;10(12C) : Sec 10(12C)-Any payment from the Agniveer Corpus Fund to a person enrolled under the Agnipath Scheme, or to his nominee.; 10(13) : Sec 10(13)-Approved superannuation fund received; 10(16) : Sec 10(16)-Scholarships granted to meet the cost of education; 10(17) : Sec 10(17)-Allowance MP/MLA/MLC; 10(17A) : Sec 10(17A)-Award instituted by Government; 10(18) : Sec 10(18)-Pension received by winner of "Param Vir Chakra" or "Maha Vir Chakra" or "Vir Chakra" or such other gallantry award; DMDP : Defense medical disability pension; 10(19) : Sec 10(19)-Armed Forces Family pension in case of death during operational duty; 10(26) : Sec 10(26)-Any income as referred to in section 10(26); 10(26AAA): Sec 10(26AAA)-Any income as referred to in section 10(26AAA) ; OTH : Any Other
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].OthNatOfInc	string	False	type=string, maxLength=125, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*)	
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].OthAmount	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Total	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.TotalTaxPayable	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.Rebate87A	integer	True	type=integer, minimum=0, maximum=25000, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.TaxPayableOnRebate	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.EducationCess	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.GrossTaxLiability	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.Section89	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.NetTaxLiability	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	Balance Tax After Relief
ITR.ITR1.ITR1_TaxComputation.TotalIntrstPay	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234A	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234B	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234C	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.IntrstPay.LateFilingFee234F	integer	True	type=integer, minimum=0, maximum=5000, REQUIRED	
ITR.ITR1.ITR1_TaxComputation.TotTaxPlusIntrstPay	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.TaxesPaid.AdvanceTax	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.TaxesPaid.TDS	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.TaxesPaid.TCS	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.TaxesPaid.SelfAssessmentTax	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.TaxesPaid.TotalTaxesPaid	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.TaxPaid.BalTaxPayable	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.Refund.RefundDue	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	Refund due if Total Taxes Paid is greater than AggregateTaxInterest
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].IFSCCode	string	True	type=string, pattern=[A-Z]{4}[0][A-Z0-9]{6}, REQUIRED	
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].BankName	string	True	type=string, minLength=1, maxLength=125, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), REQUIRED	
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].BankAccountNo	string	True	type=string, minLength=1, maxLength=20, pattern=[a-zA-Z0-9]([/-]?(((\d*[1-9]\d*)*[a-zA-Z/-])|(\d*[1-9]\d*[a-zA-Z]*))+)*[0-9]*, REQUIRED	
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].AccountType	string	True	type=string, enum=['SB', 'CA', 'CC', 'OD', 'NRO', 'OTH'], REQUIRED	SB: Savings Account, CA: Current Account,CC: Cash Credit Account, OD: Over draft account, NRO: Non Resident Account, OTH: Other
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].UseForRefund	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['true', 'false'], REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DoneeWithPanName	string	True	type=string, minLength=1, maxLength=125, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DoneePAN	string	True	type=string, pattern=[A-Z]{5}[0-9]{4}[A-Z], REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].ArnNbr	string	False	type=string, maxLength=25, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*)	Please enter ARN (Donation reference Number)
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.AddrDetail	string	True	type=string, minLength=1, maxLength=200, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.CityOrTownOrDistrict	string	True	type=string, minLength=1, maxLength=50, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.StateCode	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&"]*)\s*), enum=['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27…], REQUIRED	01-Andaman and Nicobar islands; 02-Andhra Pradesh; 03-Arunachal Pradesh; 04-Assam; 05-Bihar; 06-Chandigarh; 07-Dadra Nagar and Haveli; 08-Daman and Diu; 09- Delhi; 10- Goa; 11-Gujarat; 12- Haryana; 13- Himachal Pradesh; 14-Jammu and Kashmir; 15- Karnataka; 16- Kerala; 17- Lakshadweep; 18-Madhya Pradesh; 19-Maharashtra; 20-Manipur; 21-meghalaya; 22-Mizoram; 23-Nagaland; 24- Odisha; 25- Puducherry; 26- Punjab; 27-Rajasthan; 28- Sikkim; 29-Tamil Nadu; 30- Tripura; 31-Uttar Pradesh; 32- West Bengal; 33- Chhattisgarh; 34- Uttarakhand; 35- Jharkhand; 36- Telangana; 37- Ladakh
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.PinCode	integer	True	type=integer, minimum=100000, maximum=999999, pattern=[1-9]{1}[0-9]{5}, REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DonationAmtCash	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DonationAmtOtherMode	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
